sig,route,type,frames,frame_share_pct,dominant_reason,period_bucket,min_gap_s,median_gap_s,max_gap_s,lengths_seen,vary_idx,first_start_us,last_start_us,first_data,last_data
AA 10 FE B5 16 03 01 10,10->FE,B5,109,0.069,sync_boundary,~60s,59.157,60.004,20877.299,10,"8,9",82690313945,155881567081,AA 10 FE B5 16 03 01 10 0A E4,AA 10 FE B5 16 03 01 10 0D E3
AA 10 FE B5 16 03 01 F0,10->FE,B5,108,0.069,sync_boundary,~60s,53.022,60.010,36415.360,10,"8,9",78550942236,167219347188,AA 10 FE B5 16 03 01 F0 0A 43,AA 10 FE B5 16 03 01 F0 0A 43
AA 10 FE B5 16 03 01 C0,10->FE,B5,104,0.066,sync_boundary,~60s,52.281,60.000,38515.043,10,"8,9",79990726629,168239193787,AA 10 FE B5 16 03 01 C0 0A 15,AA 10 FE B5 16 03 01 C0 0A 15
AA 10 08 B5 07 02 09 47,10->08,B5,103,0.066,sync_boundary,~60s,52.313,59.992,120.024,15,"11,13",97986768241,104285918257,AA 10 08 B5 07 02 09 47 08 00 02 4A 02 52 00,AA 10 08 B5 07 02 09 47 08 00 02 54 02 15 00
AA 10 08 B5 07 02 09 48,10->08,B5,99,0.063,sync_boundary,~60s,52.210,59.995,67.773,"10,15","10,11,12,13,14,len",104345930249,110225127782,AA 10 08 B5 07 02 09 48 07 00 02 4F 02 08 00,AA 10 08 B5 07 02 09 48 07 00 02 50 02 D4 00
AA 10 FE B5 16 03 01 50,10->FE,B5,98,0.062,sync_boundary,~60s,52.239,60.013,19977.335,10,"8,9",82030444659,151621303519,AA 10 FE B5 16 03 01 50 0A 2C,AA 10 FE B5 16 03 01 50 0E 28
AA 10 FE B5 16 03 01 D0,10->FE,B5,89,0.057,sync_boundary,~60s,52.302,60.006,29755.203,10,"8,9",74231407409,160380990872,AA 10 FE B5 16 03 01 D0 0B 26,AA 10 FE B5 16 03 01 D0 0B 26
AA 10 08 B5 07 02 09 3F,10->08,B5,88,0.056,sync_boundary,~60s,52.223,59.994,44214.337,"10,15","10,11,12,13,14,len",79989105671,168237650289,AA 10 08 B5 07 02 09 3F 70 00 02 90 02 17 00,AA 10 08 B5 07 02 09 3F 70 00 02 93 02 21 00
AA 10 FE B5 16 03 01 90,10->FE,B5,79,0.050,sync_boundary,~60s,55.089,60.002,29636.180,10,"8,9",75071275367,161580052441,AA 10 FE B5 16 03 01 90 0B EE,AA 10 FE B5 16 03 01 90 0B EE
AA 1F 08 B5 16 02 18 01,1F->08,B5,77,0.049,sync_boundary,>60s,1223.963,1244.736,1250.096,"10,13","10,11,12,len",73453916002,167591429515,AA 1F 08 B5 16 02 18 01 42 00,AA 1F 08 B5 16 02 18 01 42 00 00 00 00
AA 1F 08 B5 16 02 18 02,1F->08,B5,77,0.049,sync_boundary,>60s,1223.957,1244.741,1250.095,"10,13","10,11,12,len",73452822033,167590322580,AA 1F 08 B5 16 02 18 02 41 00 00 00 00,AA 1F 08 B5 16 02 18 02 41 00 00 00 00
AA 10 FE B5 16 03 01 30,10->FE,B5,73,0.046,sync_boundary,~60s,59.179,60.007,49673.463,10,"8,9",73271461179,164880418652,AA 10 FE B5 16 03 01 30 0C 86,AA 10 FE B5 16 03 01 30 0B 81
AA 10 FE B5 16 03 01 70,10->FE,B5,73,0.046,sync_boundary,~60s,52.195,60.003,36955.225,10,"8,9",72491623551,157681344735,AA 10 FE B5 16 03 01 70 0C 4E,AA 10 FE B5 16 03 01 70 0C 4E
AA 10 08 B5 07 02 09 46,10->08,B5,72,0.046,sync_boundary,~60s,52.332,59.995,479.151,15,"11,13",93847300388,98766653480,AA 10 08 B5 07 02 09 46 09 00 02 49 02 64 00,AA 10 08 B5 07 02 09 46 09 00 02 54 02 15 00
AA 10 FE B5 16 03 01 A0,10->FE,B5,71,0.045,sync_boundary,~60s,59.154,60.009,40254.724,10,"8,9",72551712472,157204366524,AA 10 FE B5 16 03 01 A0 0C BF,AA 10 FE B5 16 03 01 A0 0C BF
AA 10 FE B5 16 03 01 60,10->FE,B5,67,0.043,sync_boundary,~60s,51.835,60.003,32035.903,10,"8,9",77111095879,163439814828,AA 10 FE B5 16 03 01 60 0B 7B,AA 10 FE B5 16 03 01 60 0B 7B
AA 10 08 B5 16 08 10 02,10->08,B5,52,0.033,sync_boundary,~1s,0.566,1.016,4.965,"30,31","10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,len",90468550660,90531517079,AA 10 08 B5 16 08 10 02 FF FF 03 00 21 34 53 00 0B 02 04 FF 03 00 21 34 E8 D5 93 49 F0 00,AA 10 08 B5 16 08 10 02 FF FF 02 00 81 33 65 00 0B 02 05 FF 02 00 81 33 20 19 10 4A 8F 00
AA 10 08 B5 07 02 09 3C,10->08,B5,47,0.030,sync_boundary,~60s,52.896,59.994,83149.187,"15,16","11,12,13,14,15,len",72490071506,158338924529,AA 10 08 B5 07 02 09 3C 73 00 02 AC 02 99 00,AA 10 08 B5 07 02 09 3C 73 00 02 A6 02 2D 00
AA 10 08 B5 07 02 09 44,10->08,B5,46,0.029,sync_boundary,~60s,59.156,59.991,119.992,15,"11,13",117904136800,120663769907,AA 10 08 B5 07 02 09 44 0B 00 02 60 02 82 00,AA 10 08 B5 07 02 09 44 0B 00 02 62 02 2F 00
AA 10 FE B5 16 03 01 20,10->FE,B5,45,0.029,sync_boundary,~60s,53.655,60.005,25496.671,10,"8,9",95108695186,148561709234,AA 10 FE B5 16 03 01 20 08 B0,AA 10 FE B5 16 03 01 20 0F B7
AA 10 08 B5 07 02 09 40,10->08,B5,43,0.027,sync_boundary,~60s,51.356,59.996,41575.220,15,"11,13",82688761948,126782965906,AA 10 08 B5 07 02 09 40 0F 00 02 8D 02 66 00,AA 10 08 B5 07 02 09 40 0F 00 02 82 02 88 00
00 00 00,--,,42,0.027,sync_boundary,>60s,59.962,1799.778,9598.798,3,-,73210559438,166198470238,00 00 00,00 00 00
AA 10 FE B5 16 03 01 40,10->FE,B5,36,0.023,sync_boundary,~60s,59.121,60.013,35575.219,10,"8,9",88089630200,155160818822,AA 10 FE B5 16 03 01 40 09 1D,AA 10 FE B5 16 03 01 40 0D 19
AA 10 08 B5 07 02 09 3B,10->08,B5,34,0.022,sync_boundary,~60s,59.324,59.991,60.794,15,"11,13",154619362111,156599125120,AA 10 08 B5 07 02 09 3B 74 00 02 BA 02 C7 00,AA 10 08 B5 07 02 09 3B 74 00 02 B1 02 E8 00
AA 10 08 B5 07 02 09 43,10->08,B5,29,0.018,sync_boundary,~60s,55.062,60.001,119.977,15,-,120603780419,122403523167,AA 10 08 B5 07 02 09 43 0C 00 02 68 02 9B 00,AA 10 08 B5 07 02 09 43 0C 00 02 68 02 9B 00
AA 10 08 B5 07 02 09 41,10->08,B5,28,0.018,sync_boundary,~60s,59.190,59.996,11938.455,15,"11,13",111785734860,125343132801,AA 10 08 B5 07 02 09 41 0E 00 02 83 02 13 00,AA 10 08 B5 07 02 09 41 0E 00 02 7B 02 9F 00
AA 10 08 B5 07 01 0A 0D,10->08,B5,27,0.017,sync_boundary,>60s,3599.009,3599.519,3600.074,15,-,73992699794,167580509615,AA 10 08 B5 07 01 0A 0D 00 03 82 82 02 45 00,AA 10 08 B5 07 01 0A 0D 00 03 82 82 02 45 00
AA 10 08 B5 07 02 09 35,10->08,B5,27,0.017,sync_boundary,~60s,59.138,59.997,60.810,15,-,83768598346,85328579712,AA 10 08 B5 07 02 09 35 7A 00 02 D8 02 C6 00,AA 10 08 B5 07 02 09 35 7A 00 02 D8 02 C6 00
AA 10 08 B5 07 02 09 42,10->08,B5,27,0.017,sync_boundary,~60s,59.082,59.995,119.998,15,"11,13",122343497427,123963328948,AA 10 08 B5 07 02 09 42 0D 00 02 6F 02 6C 00,AA 10 08 B5 07 02 09 42 0D 00 02 79 02 32 00
AA 1F 15 B5 24 07 02 01,1F->15,B5,24,0.015,sync_boundary,>60s,6.975,1499.596,20299.328,20,"12,13",83705886271,154531264115,AA 1F 15 B5 24 07 02 01 03 00 0E 00 03 E3 00 02 00 03 2F 00,AA 1F 15 B5 24 07 02 01 03 00 0E 00 00 E0 00 02 00 03 2F 00
AA 1F 15 B5 24 08 02 01,1F->15,B5,24,0.015,sync_boundary,>60s,4.360,1620.685,20298.666,21,-,74864738637,154531479122,AA 1F 15 B5 24 08 02 01 03 00 06 00 01 00 AD 00 02 00 03 2F 00,AA 1F 15 B5 24 08 02 01 03 00 06 00 01 00 AD 00 02 00 03 2F 00
AA 1F 15 B5 24 0A 02 01,1F->15,B5,21,0.013,sync_boundary,>60s,0.228,2416.946,20306.489,23,"10,14,15,16",74883647360,153990773887,AA 1F 15 B5 24 0A 02 01 03 00 07 00 00 00 B0 41 4F 00 02 00 03 2F 00,AA 1F 15 B5 24 0A 02 01 03 00 08 00 00 00 A0 41 B4 00 02 00 03 2F 00
AA 10 08 B5 07 02 09 39,10->08,B5,19,0.012,sync_boundary,~60s,59.195,59.984,60.775,15,-,131162390496,132242227597,AA 10 08 B5 07 02 09 39 76 00 02 BD 02 30 00,AA 10 08 B5 07 02 09 39 76 00 02 BD 02 30 00
AA 10 08 B5 07 02 09 30,10->08,B5,14,0.009,sync_boundary,~60s,59.202,59.987,60.763,15,-,132842149684,133622043403,AA 10 08 B5 07 02 09 30 7F 00 02 FC 02 63 00,AA 10 08 B5 07 02 09 30 7F 00 02 FC 02 63 00
AA 1F 15 B5 24 0B 04 03,1F->15,B5,12,0.008,sync_boundary,~2s,2.667,2.679,12.457,23,"10,11,12,17",74841650723,74881195299,AA 1F 15 B5 24 0B 04 03 00 02 00 18 84 00 00 00 00 95 00 01 00 9B 00,AA 1F 15 B5 24 0B 04 03 00 02 06 00 21 00 00 00 00 24 00 01 00 9B 00
AA 10 08 B5 07 02 09 2E,10->08,B5,9,0.006,sync_boundary,~60s,59.279,59.992,60.721,15,"11,13",153059574996,153539513299,AA 10 08 B5 07 02 09 2E 61 00 02 0A 03 9B 00,AA 10 08 B5 07 02 09 2E 61 00 02 19 03 9F 00
AA 10 08 B5 07 02 09 31,10->08,B5,9,0.006,sync_boundary,~60s,59.196,60.005,60.772,15,-,132302194817,132782144838,AA 10 08 B5 07 02 09 31 7E 00 02 F5 02 E1 00,AA 10 08 B5 07 02 09 31 7E 00 02 F5 02 E1 00
AA 10 08 B5 07 02 09 36,10->08,B5,9,0.006,sync_boundary,~60s,59.267,59.988,60.784,"15,16","11,13,14,15,len",154019392527,154499363186,AA 10 08 B5 07 02 09 36 79 00 02 E0 02 89 00,AA 10 08 B5 07 02 09 36 79 00 02 DE 02 A9 01 00
AA 10 08 B5 10 09 00 01,10->08,B5,6,0.004,sync_boundary,~10s,9.838,9.996,48413.714,21,-,85337062399,133790615372,AA 10 08 B5 10 09 00 01 00 FF FF FF 06 00 01 93 00 01 01 9A 00,AA 10 08 B5 10 09 00 01 00 FF FF FF 06 00 01 93 00 01 01 9A 00
AA 10,--,,5,0.003,idle_timeout,>60s,8579.116,16102.599,46384.867,2,-,75427745911,162596926911,AA 10,AA 10
AA 10 08 B5 07 02 09 32,10->08,B5,5,0.003,sync_boundary,~60s,59.916,59.996,60.077,15,-,153599495806,153839480782,AA 10 08 B5 07 02 09 32 7D 00 02 FC 02 63 00,AA 10 08 B5 07 02 09 32 7D 00 02 FC 02 63 00
01 01 9A 00,01->9A,00,4,0.003,sync_boundary,>60s,10928.615,15697.970,18815.351,4,-,104296793118,149738729518,01 01 9A 00,01 01 9A 00
0A FF 08 35 00 00 00 00,FF->08,35,4,0.003,sync_boundary,>60s,2469.890,3740.064,21747.131,13,-,108443416829,136400501234,0A FF 08 35 00 00 00 00 00 00 00 5B 00,0A FF 08 35 00 00 00 00 00 00 00 5B 00
AA 10 08 B5 16 08 10 00,10->08,B5,4,0.003,sync_boundary,~2s,2.982,3.012,28.029,30,"10,11,14,19,20,21,24,25,26,27,28",90498556036,90532578735,AA 10 08 B5 16 08 10 00 FF FF 03 00 21 34 32 00 0B 00 00 FF 03 00 76 34 B0 EB 47 4C B5 00,AA 10 08 B5 16 08 10 00 FF FF 02 00 21 34 6C 00 0B 00 00 FF 02 00 76 34 79 26 D8 4C 73 00
07 05 02 00 00 80 16 03,05->02,00,2,0.001,sync_boundary,~10s,10.037,10.037,10.037,10,-,81887264900,81897301584,07 05 02 00 00 80 16 03 93 00,07 05 02 00 00 80 16 03 93 00
AA 10 08 B5 07 02 09 2F,10->08,B5,2,0.001,sync_boundary,~60s,60.009,60.009,60.009,15,-,133682029291,133742038261,AA 10 08 B5 07 02 09 2F 60 00 02 03 03 19 00,AA 10 08 B5 07 02 09 2F 60 00 02 03 03 19 00
AA 10 08 B5 07 02 09 33,10->08,B5,2,0.001,sync_boundary,~60s,59.967,59.967,59.967,15,-,153899486110,153959453160,AA 10 08 B5 07 02 09 33 7C 00 02 F5 02 E1 00,AA 10 08 B5 07 02 09 33 7C 00 02 F5 02 E1 00
AA 10 FE B5 16 08 00 12,10->FE,B5,2,0.001,sync_boundary,~60s,60.003,60.003,60.003,15,"8,14",168175984386,168235986899,AA 10 FE B5 16 08 00 12 35 21 23 03 01 26 87,AA 10 FE B5 16 08 00 12 36 21 23 03 01 26 33
00 E9 00,--,,1,0.001,sync_boundary,single,,,,3,-,134643446420,134643446420,00 E9 00,00 E9 00
02 35 03 23 00,35->03,23,1,0.001,sync_boundary,single,,,,5,-,144000794543,144000794543,02 35 03 23 00,02 35 03 23 00
02 50 02 D4 00,50->02,D4,1,0.001,sync_boundary,single,,,,5,-,110165203076,110165203076,02 50 02 D4 00,02 50 02 D4 00
02 67 02 75 00,67->02,75,1,0.001,sync_boundary,single,,,,5,-,112564847602,112564847602,02 67 02 75 00,02 67 02 75 00
02 91 02 8C 00,91->02,8C,1,0.001,sync_boundary,single,,,,5,-,81068997265,81068997265,02 91 02 8C 00,02 91 02 8C 00
02 9F 02 F9 00,9F->02,F9,1,0.001,sync_boundary,single,,,,5,-,75009826470,75009826470,02 9F 02 F9 00,02 9F 02 F9 00
02 A6 02 2D 00,A6->02,2D,1,0.001,sync_boundary,single,,,,5,-,73990749844,73990749844,02 A6 02 2D 00,02 A6 02 2D 00
07 04 02 00 00 80 16 03,04->02,00,1,0.001,sync_boundary,single,,,,10,-,84296944643,84296944643,07 04 02 00 00 80 16 03 6E 00,07 04 02 00 00 80 16 03 6E 00
07 11 02 00 00 80 16 03,11->02,00,1,0.001,sync_boundary,single,,,,10,-,74618267450,74618267450,07 11 02 00 00 80 16 03 6F 00,07 11 02 00 00 80 16 03 6F 00
07 21 03 00 00 80 17 03,21->03,00,1,0.001,sync_boundary,single,,,,10,-,116992645422,116992645422,07 21 03 00 00 80 17 03 53 00,07 21 03 00 00 80 17 03 53 00
07 2A 03 00 00 80 17 03,2A->03,00,1,0.001,sync_boundary,single,,,,10,-,106264656271,106264656271,07 2A 03 00 00 80 17 03 D0 00,07 2A 03 00 00 80 17 03 D0 00
07 39 02 00 00 80 16 03,39->02,00,1,0.001,sync_boundary,single,,,,10,-,88087054200,88087054200,07 39 02 00 00 80 16 03 0C 00,07 39 02 00 00 80 16 03 0C 00
07 C5 01 00 00 80 16 03,C5->01,00,1,0.001,sync_boundary,single,,,,10,-,164277099889,164277099889,07 C5 01 00 00 80 16 03 B4 00,07 C5 01 00 00 80 16 03 B4 00
07 CA 01 00 00 80 15 03,CA->01,00,1,0.001,sync_boundary,single,,,,10,-,143609258018,143609258018,07 CA 01 00 00 80 15 03 C3 00,07 CA 01 00 00 80 15 03 C3 00
07 FF 01 00 00 80 16 03,FF->01,00,1,0.001,sync_boundary,single,,,,10,-,86746677462,86746677462,07 FF 01 00 00 80 16 03 88 00,07 FF 01 00 00 80 16 03 88 00
09 2C 28 B0 0E FF 39 00,2C->28,B0,1,0.001,sync_boundary,single,,,,12,-,145878321519,145878321519,09 2C 28 B0 0E FF 39 00 00 31 9F 00,09 2C 28 B0 0E FF 39 00 00 31 9F 00
09 42 42 B0 09 FF 61 00,42->42,B0,1,0.001,sync_boundary,single,,,,12,-,125270835471,125270835471,09 42 42 B0 09 FF 61 00 00 43 5E 00,09 42 42 B0 09 FF 61 00 00 43 5E 00
09 48 3C 00 09 FF 66 01,48->3C,00,1,0.001,sync_boundary,single,,,,12,-,91465491454,91465491454,09 48 3C 00 09 FF 66 01 00 42 85 00,09 48 3C 00 09 FF 66 01 00 42 85 00
09 FF 28 50 0E FF 39 00,FF->28,50,1,0.001,sync_boundary,single,,,,12,-,143639384426,143639384426,09 FF 28 50 0E FF 39 00 01 FF A5 00,09 FF 28 50 0E FF 39 00 01 FF A5 00
09 FF 40 F0 0A FF 38 00,FF->40,F0,1,0.001,sync_boundary,single,,,,12,-,165276129407,165276129407,09 FF 40 F0 0A FF 38 00 01 FF 58 00,09 FF 40 F0 0A FF 38 00 01 FF 58 00
0A 60 04 FF FF FF FF FF,60->04,FF,1,0.001,sync_boundary,single,,,,13,-,116952493675,116952493675,0A 60 04 FF FF FF FF FF FF FF FF 5B 00,0A 60 04 FF FF FF FF FF FF FF FF 5B 00
24 06 02 00 01 00 05 00,06->02,00,1,0.001,sync_boundary,single,,,,21,-,166410659599,166410659599,24 06 02 00 01 00 05 00 1F 00 08 01 01 05 00 00 00 E4 41 62 00,24 06 02 00 01 00 05 00 1F 00 08 01 01 05 00 00 00 E4 41 62 00
42 CC 00,--,,1,0.001,sync_boundary,single,,,,3,-,101199439162,101199439162,42 CC 00,42 CC 00
52 00,--,,1,0.001,sync_boundary,single,,,,2,-,131475749480,131475749480,52 00,52 00
90 41 AB 00,41->AB,00,1,0.001,sync_boundary,single,,,,4,-,153127171258,153127171258,90 41 AB 00,90 41 AB 00
AA 10 08 B5 07 02 09 3A,10->08,B5,1,0.001,sync_boundary,single,,,,15,-,154559370976,154559370976,AA 10 08 B5 07 02 09 3A 75 00 02 C1 02 76 00,AA 10 08 B5 07 02 09 3A 75 00 02 C1 02 76 00
AA 10 08 B5 16 01 11 FB,10->08,B5,1,0.001,sync_boundary,single,,,,21,-,90463556588,90463556588,AA 10 08 B5 16 01 11 FB 00 09 01 05 06 10 06 34 06 0A 06 5B 00,AA 10 08 B5 16 01 11 FB 00 09 01 05 06 10 06 34 06 0A 06 5B 00
AA 10 76 B5 16 01 11 64,10->76,B5,1,0.001,sync_boundary,single,,,,12,-,90464526111,90464526111,AA 10 76 B5 16 01 11 64 00 00 00 00,AA 10 76 B5 16 01 11 64 00 00 00 00
AA 1F 15 B5,1F->15,B5,1,0.001,gap_before_byte,single,,,,4,-,166410620204,166410620204,AA 1F 15 B5,AA 1F 15 B5
